,sentence,metaphor,simile,question,reference,figure_of_speech,lists,repetition,personal_statement,value_statement,explicit_goal,believe_statement,It is a rare honor in this life to follow one of your heroes,0,0.1,0.2,0.3,0.4,0.5,0.6,1,0.7,0.8,0.9,Sentence,Metaphor refers to a word or phrase used to describe an object or action that is different from its original meaning. ,Lists are composed of at least three parts and usually a maximum of five. Can be explicit (using numbers) or implicit. ,The speaker clearly expresses that he/she truly believes that the vision and goal can be achieved. ,"Most of all, we must champion the American worker and the American small business",1.1,Oh my gosh! Oh my goodness! Thank you all so much,Unnamed: 13
36,I want to end with just thanking a few folks because every day we see the actions of people that are stepping up and going above and beyond that’s making a world of difference for everybody in our state.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,"First of all, to our teachers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
38,We have stretched our teachers to new levels asking them to deliver everything that they do every single day in a classroom long distance.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
39,We have many teachers that have figured out new ways to use technology in remote areas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
40,They’ve done individualized lesson plans for kiddos that need IEPs or special kinds of accommodations made for their learning processes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,We have teachers that are going above and beyond to communicate with their classes and thinking of ways to make it fun for their kids and their students that are at home and often bored and looking for an opportunity to stay busy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,I want to thank our parents as well because many of them are learning how to be teachers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
43,They’re doing their work remotely in a difficult situation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
44,There’s also taking the time to educate their kids and make sure that they don’t fall behind.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,Our healthcare professionals are on the front line.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
46,"What they do and sacrifice each and every day I hope you all recognize and take the opportunity to thank them when you work with them, when you run across them.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
47,"Even if you’re related to them, just give them a few words of encouragement that we can get through this and that we do appreciate what they do to keep us safe.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
48,We also have a lot of healthcare professionals in the state of South Dakota that aren’t working because we can’t spare the protective equipment for them to do the elective work that they do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
49,I’m talking about optometrists or chiropractors or even massage therapists or dentists.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
50,A lot of these folks through no fault of their own had to shut down their businesses and quit doing their normal appointments so that we could save some of the supplies that we might need to deal with the virus.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
51,I want to thank them for making those sacrifices.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
52,We have community support providers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
53,These are a lot of folks that work with our vulnerable population.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
54,They work with people that need special care in our nursing homes and making sure that they’re well taken care of.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
55,They’re taking extra steps each and every day that a lot of us don’t have to make that vulnerable population can stay healthy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
56,"Our police, our first responders, correctional officers, they’re all keeping our state safe.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
57,"We haven’t seen the kind of unrest or lawlessness that some states have experienced and that’s because our police officers, correctional officers, all those folks showed up every single day and did their jobs and didn’t even think once about protecting themselves and staying home throughout this incident.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
58,"Our small businesses are innovating, they’re being creative.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
59,We’ve been taking notes in all of our agencies and our employees on the unique things that they’re doing that I think we’ll learn long term about ways that we can be more efficient in the future and ways that we can change our business models to help our folks survive.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
60,Our economic development team has been working overtime to get help out to these small businesses.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
61,I want to thank them for continuously taking those phone calls from hundreds and hundreds of business owners who are at many times literally in tears because they see the work of their lifetime drifting away from them in these few short months.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
62,"Our Department of Labor employees who have had unprecedented applications they’ve had to deal with for people who are signing up for reemployment and unemployment benefits that are at levels that the state has never seen before, hundreds of times of increases from our most historical levels in the past.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
63,We have an Emergency Operations Center which is always manned with individuals from agencies and departments that have stepped up and committed and put in more and more time.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
64,That Emergency Operations Center is the first line of organizational attack on how we get people out to help meet the needs of every single community in this state.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
65,The folks that are there and doing that are professionals.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
66,They’re trained in it.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
67,They know the federal programs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
68,They know how to make it work here on the ground in South Dakota.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
69,I’m so impressed by their professionalism and their steadfast work each and every day.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
70,"Our Department of Health, boy, these folks are just experts.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
71,"Experts at not just knowing the science and the data, but working with people and caring for not just their bodies, but also their minds, their hearts and their spirits as they go through this situation.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
72,It’s not every day that we have a pandemic that we have to deal with or that our Department of Health has to deal with.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
73,They have done it in a manner of which I’m very proud and humbled by the actions they take each day to care for people and put public health first.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
74,Our Department of Social Services is being asked to do a lot more than they typically have to.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
75,"Social Services deals with helping to build strong families, ensuring benefits like food and also making sure that mental health is doing well across the state.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
76,"If you can imagine with all of this time spent at home isolated from people, feeling disconnected from the world, struggling to put food on the table, a roof over people’s heads and also situations where finances are going away, the Department of Social Services has been asked to do more and more to try to bring stability in a very unstable time.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
77,"All of our state employees, I’ve asked you to completely change your lives and your daily routines.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
78,You haven’t complained once.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
79,"So many of you are volunteering and stepping up and answering calls, detailed out to different agencies to lend a hand where it’s possible.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
80,"I’m just humbled by your work, by your heart for people.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
81,You all truly are public servants.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
82,"The people of South Dakota, the nation is watching you.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
83,They’re seeing how you’re responding.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
84,They’re impressed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
85,They’re impressed with the fact that you understand what we’re facing and it doesn’t daunt you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
86,"That each day you wake up strong, ready to make good decisions for you and your family and you’re taking personal responsibility for keeping them safe.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
87,I want to thank you for that.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
88,"I want to thank you for having some grace as you approach each other, encouraging each other throughout this, giving people a reason to smile because this is a special place.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
89,It’s why people live here is because of the people that we do have.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
90,It’s why I love the state of South Dakota.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
91,"With that, we will open it up for any questions that you may have.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,Okay.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,All right.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,Morning everybody.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,First I want to start by saying that I know it has been a trying few weeks and I’d like to thank all of the Kansans who are working so hard to put their communities first.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,"To our medical professionals, and our grocery store and food industry workers, our custodial staff, and all the others, thank you for all you’re doing to keep us safe and healthy.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
5,"And to all our first responders, our firefighters, our police officers, and in particular, our state and local emergency managers, and the 19 state active duty national guards men and women, thank you for all of your hard work.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,I know many of you are working long hours away from your family and that’s tough.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,So please know that Kansans all across the state appreciate what you are doing for them.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,"And finally, thanks to all of you, members of the press corps who are working tirelessly to inform the public.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,"You are cutting through the speculation, the rumors, and misinformation by providing Kansans with factual information that is critical to keeping them safe.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,"I’m joined today by a number of business and industry leaders, including representatives from the Kansas chamber of commerce, the Kansas hospitality and restaurant association, the travel industry association of Kansas, Kansas bankers association, the Kansas small business Federation, the national Federation of independent businesses network Kansas, and the Kansas bank commissioner David Herndon.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,I’d also like to welcome Chuck Marlowe from free state brewing company in addition to commerce secretary David Toland and labor secretary Delia Garcia.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,"In recent years, I have held several press briefings to announce a series of actions we’ve been forced to take at the state level to combat the spread of the novel coronavirus pandemic.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,"While our top priority is to keep Kansans and safe and healthy, there’s no question that these major disruptions to our daily lives pose a serious economic threat to Kansas businesses and workers.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,We’re here to share our latest efforts to help these Kansans weather the storm and remain financially solid through these challenging times.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,"Thanks to the sport and quick response from the Kansas business community, including those here today, Kansas expects to qualify for disaster assistant loans from the US small business administration.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,The disaster declaration extends to all 105 Kansas counties making low interest federal disaster loans up to $2 million available for Kansas small businesses suffering substantial economic injury due to COVITD-19.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,"These loans, which will be made available through the SBA, can be used to help keep Kansas businesses afloat when they are unable to obtain credit elsewhere.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,"As our response efforts continue, I also challenged my cabinet to think creatively about how state government might use every tool at our disposal in new ways.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,COVID-19 is a new virus strain.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,"It has created unprecedented disruptions in our daily lives, confronting it demands that we think innovatively.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,"To that en, rapid loan funds, which the department of commerce now offers through the community development block grant program, is another opportunity for local communities to provide assistance to their businesses and economic development organizations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,"Secretary Toland will walk through the details of the rapid loan funds in just a moment, but it’s yet another example of how we’re doing all we can at the state level to provide relief and support to Kansas businesses as quickly and as efficiently as possible.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,"Additionally, we know that the hospitality industry was among the first to be hit hard by the sudden and quickly growing list of closures and cancellations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
24,"As Kansans hunkered down to practice social distancing, our previously bustling restaurants, bars, lodging facilities, conference centers, and event spaces became empty and idle overnight.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,"So in addition to our work with the SBA and the community development block grants, my administration has established, , VA and the community development block grants.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,"My administration has established a new assistance program, the Hospitality Industry Relief Emergency Fund, or the HIRE Fund, specifically to support the hospitality industry in our state.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,This new resource will provide speedy assistance to hospitality businesses whose operations are being disrupted now and who need support now.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,Our effort to flatten the curve of COVID-19 spread has necessitated all of the gut-wrenching disruptions that have been announced to date.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,I am very well aware that economic distress comes with its own human cost.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"We’re confident that the resources we’re announcing today will help, but I also want Kansans to know that this is an ongoing effort.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
31,We continue to work around the clock searching for additional resources to help save jobs and keep our economy afloat until this global pandemic crisis runs its course.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
32,"In addition to our state employees, there are workers all across Kansas who face uncertainty and anxiety about their ability to provide for their families.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
33,They’re worrying about their financial future should they miss a paycheck or be faced with unemployment as a result of COVID-19.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
34,"To help accommodate the increase we’re already seeing in jobless claims, yesterday I signed a bipartisan bill that extends the time limit Kansans are eligible for unemployment benefits from 16 weeks to 26 weeks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
35,"In a few minutes, Secretary Garcia will share more about how the Department of Labor is providing services to affected workers across the state.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
36,"As governor, I pledged to be honest and direct with the people of Kansas, even when the news is difficult.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,"Make no mistake, we are staring down some daunting challenges, but there is one bright spot in all of this.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
38,"As the painful realities of this pandemic sink in, we are all newly reminded of what truly matters in this life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
39,"Every single day we navigate this crisis, the people of Kansas demonstrate the depths of their generosity, their compassion, and their resilience.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
40,"Even as we practice social distancing, communities are pulling together to help each other and remind each other that no one is in this alone.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,"Chuck Magrel from Free State Brewery, who will speak in just a moment, is one such example.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,And there’s another.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
43,"Like so many in the hospitality industry, Lady Bird Diner in Lawrence is currently closed, but the owner, Meg Heriford, could not just sit by and wait as her neighbors suffered.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
44,"For several days now, she’s been providing free sack lunches to Kansans in need.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,"Despite all she sacrificed to build her small business over the last few years, she is not focused on herself or her bottom line at this time of crisis.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
